username,comment_text,timestamp,source
nai,Aug 1,https://x.com/128thing/status/1951091972309209574,x
Chyyn,Jul 31,https://x.com/nuresch/status/1950835996213608772,x
kj :3,Aug 3,https://x.com/Aoaerashi/status/1951861108077384186,x
Elgio’s.,Jul 16,https://x.com/seuyghan/status/1945354827560579537,x
⋆,Aug 1,https://x.com/jyanisuch/status/1951325193223446559,x
Mily.,Jul 5,https://x.com/KarinaIPS2/status/1941401024834699553,x
nanad!,Aug 4,https://x.com/urnanad_/status/1952275055670681839,x
kentang goreng,Aug 5,https://x.com/tomatosaucevxz/status/1952714457148465405,x
,Jul 21,https://x.com/olivonleave/status/1947153066417144184,x
minsalgi,Jul 10,https://x.com/babigeprekmozza/status/1943300992000229644,x
Congratulations,Aug 3,https://x.com/sinaddddddd/status/1951878295907409961,x
݁,2h,https://x.com/kacnaya/status/1953766012895322606,x
۫,Jul 19,https://x.com/BeamingSouls/status/1946482395756335122,x
.,Aug 5,https://x.com/Lituayuniverse/status/1952748965738254491,x
fani pake i,Aug 6,https://x.com/funnythingshr/status/1952805070925385873,x
kumparan,Jul 13,https://x.com/kumparan/status/1944284836115448276,x
𝑚𝑖𝑛𝑠𝑘𝑖✿ — kinda ia,Aug 3,https://x.com/minskiez14/status/1951801659228856598,x
Reyza Elmarviz,Jul 25,https://x.com/rere_milan/status/1948606583354916944,x
ماجد القشعمي,Jul 9,https://x.com/ksatrvl/status/1942884494286942392,x
detikTravel,Jul 17,https://x.com/detikTravel/status/1945666196420153599,x
pril,Jul 9,https://x.com/tebakaksyapa/status/1942967704396120500,x
NOÀH,Jul 27,https://x.com/pwhamhanni/status/1949356725435503078,x
Juan,Aug 1,https://x.com/6O28O/status/1951234763232354524,x
yas!,Jul 20,https://x.com/gagaldot_/status/1946912570188673276,x
Solopos,Jul 17,https://x.com/soloposdotcom/status/1945701677786431725,x
UNNESMFS,Jul 14,https://x.com/unicelounge/status/1944663213116682608,x
muggle pvnk,Jul 31,https://x.com/chaposucksss/status/1950805365160878439,x
Loker_semarang,Jul 22,https://x.com/lokersemarangid/status/1947596822983414059,x
Noel | OPEN TRIP PARK BOGUM BLACKPINK NCT DREAM,Jul 26,https://x.com/nonunanaa/status/1948913832040300594,x
juwu,Jul 17,https://x.com/AieurJ/status/1945736947739263263,x
Kereta Api Indonesia,Aug 2,https://x.com/KAI121/status/1951390230646497752,x
Fadhek,Aug 2,https://x.com/kodhelzarazak/status/1951672935770697775,x
ֹ,Jul 24,https://x.com/laive/status/1948101929089089619,x
,Aug 1,https://x.com/taniaiswaraa/status/1951039913627189736,x
sabeel | 빌 ꕥ,Jul 15,https://x.com/dxwoony/status/1944831153346584962,x
Max,Jul 22,https://x.com/astungkaara/status/1947343906108031038,x
َgill,Aug 4,https://x.com/cockolava/status/1952341767430475858,x
s. andrea,Aug 2,https://x.com/phiaponve/status/1951582379728146514,x
Grok,Jul 22,https://x.com/grok/status/1947358486205198806,x
An,Jul 15,https://x.com/jslsblaa/status/1945159171411746966,x
ytta,Jul 17,https://x.com/cewebiasa_/status/1945703812406342045,x
Chani,Jul 29,https://x.com/Chanikssi/status/1950045606044418522,x
Ichel 美逾,Jul 17,https://x.com/IchelMiCiell/status/1945702732301734275,x
lokersemarang.com,Aug 6,https://x.com/lokersemarang/status/1953015459223355535,x
2 tahun yang lalu (diedit),"Pembelian Kaos Merchandise The Slacker Hiker
Search on Shopee/Tokopedia : The Slacker Hiker
Shopee : 
Tokopedia : 

Stoknya dikit aja",@TheSlackerHiker,youtube
2 tahun yang lalu,"Bagus ya Papandayan, bersih, terawat. Harusnya dibuat spt ini gunung2 wisata di Indonesia. Terutama kebersihannya itu loh. Katanya yg naik gunung itu mengaku pecinta alam, tapi kok sampah plastik di mana2 sepanjang pendakian. Apa ganti sebutannya pembenci alam saja.",,youtube
2 tahun yang lalu,"Jarang upload, tapi sekali upload.. kualitasnya 1200% 
salah satu channel naik gunung favorit kami",@JAJAGO.KELILING.INDONESIA,youtube
2 tahun yang lalu,"Akhirnya setelah sekian lama kangen berat nunggu video barunya mbak kembali memaparkan keindahan Dan keaslian alam di Indonesia
Semoga terus diberi kesihatan yg baik
Salam Dari MIRI Sarawak🇲🇾🇲🇾🇲🇾",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Gunung yg sangat menghibur, pendakiannya ga berat, pemandangannya beragam, banyak warung, bs ngilangin pegel berendem air hangat dulu sebelum pulang, dijalan tinggal tiduuuur",,youtube
2 tahun yang lalu,Channel favorit.... mbak Uki muncul lagi ini... Thanks.,,youtube
2 tahun yang lalu,Akhirnya melalui sekian musim.. upload juga.. makasi atas semua pihak yang terlibat..sukses selalu n semakin kompak.. salam anak gunung🇲🇨🇲🇨,,youtube
2 tahun yang lalu,keren kk,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Penyajiannya makin menarik, makin enak dilihat",@3Mulyo,youtube
2 tahun yang lalu,This Video is absolutely amazing! It is so emotional with the music and the way you show the landscape is great.Thank you for sharing this wonderful relaxing video dear friend.  I love watching your video.,,youtube
2 tahun yang lalu,wah akhirnya... udah lama banget gak ada video baru. mantab,,youtube
2 tahun yang lalu,"Aku akan tetap setia dengan idola ku biarpun lama keluar Vidio baru nya,",,youtube
2 tahun yang lalu (diedit),"Yuh tak tunggu tunggu akhirnya keluar juga,alhamdulilah,,penggemar dari madiun sejak 2021sueneng lihatnya...kaca matanya itu harga berapa mbak.hati hati jangan sampe jatuh lagi ya",,youtube
2 tahun yang lalu,"Masya Allah Tabarakallah...ternyata pemandangan gunung papandayan sangat indah, sejauh mata memandang seperti berada di dunia lain. Jika melihat luasnya kawah bisa dibayangkan bagaimana dulu dahsyatnya letusan gunung papandayan. Dengan jalur pendakian ditata dengan rapi maka insya Allah akan mengundang banyak para wisatawan dan pendaki ke gunung papandayan sehingga pendapatan asli daerah akan meningkat, asal amanah dan tdk dikorupsi ya?, insya Allah.",,youtube
2 tahun yang lalu,JOSS,,youtube
2 tahun yang lalu,Mantap mba apload lagi nih......selalu hati hati mba musim hujan nih!!!sukses dan sehat selalu,,youtube
2 tahun yang lalu,Setelah nunggu lama ahirnya ada yg baru di upload,,youtube
2 tahun yang lalu,Ya ampun akhirnya sekian lama nunggu bisa tidur nyenyak malm ini,,youtube
2 tahun yang lalu (diedit),Wow.. setelah sekian lama akhirnya bisa lihat lagi mbak uki yang cantik dengan pemandangan khas gunung yang indah..,,youtube
2 tahun yang lalu,Lama g uplaud video lgi sibuk y...dah lama lo mba Uki d.tunggu video yg baru.akhir.nya muncul jga mantap Mbaa,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Channel favorit.... mbak Uki muncul lagi ini... Thanks.,,youtube
2 tahun yang lalu,Akhirnya melalui sekian musim.. upload juga.. makasi atas semua pihak yang terlibat..sukses selalu n semakin kompak.. salam anak gunung🇲🇨🇲🇨,,youtube
2 tahun yang lalu,keren kk,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Penyajiannya makin menarik, makin enak dilihat",@3Mulyo,youtube
2 tahun yang lalu,This Video is absolutely amazing! It is so emotional with the music and the way you show the landscape is great.Thank you for sharing this wonderful relaxing video dear friend.  I love watching your video.,,youtube
2 tahun yang lalu,wah akhirnya... udah lama banget gak ada video baru. mantab,,youtube
2 tahun yang lalu,"Aku akan tetap setia dengan idola ku biarpun lama keluar Vidio baru nya,",,youtube
2 tahun yang lalu (diedit),"Yuh tak tunggu tunggu akhirnya keluar juga,alhamdulilah,,penggemar dari madiun sejak 2021sueneng lihatnya...kaca matanya itu harga berapa mbak.hati hati jangan sampe jatuh lagi ya",,youtube
2 tahun yang lalu,"Masya Allah Tabarakallah...ternyata pemandangan gunung papandayan sangat indah, sejauh mata memandang seperti berada di dunia lain. Jika melihat luasnya kawah bisa dibayangkan bagaimana dulu dahsyatnya letusan gunung papandayan. Dengan jalur pendakian ditata dengan rapi maka insya Allah akan mengundang banyak para wisatawan dan pendaki ke gunung papandayan sehingga pendapatan asli daerah akan meningkat, asal amanah dan tdk dikorupsi ya?, insya Allah.",,youtube
2 tahun yang lalu,JOSS,,youtube
2 tahun yang lalu,Mantap mba apload lagi nih......selalu hati hati mba musim hujan nih!!!sukses dan sehat selalu,,youtube
2 tahun yang lalu,Setelah nunggu lama ahirnya ada yg baru di upload,,youtube
2 tahun yang lalu,Ya ampun akhirnya sekian lama nunggu bisa tidur nyenyak malm ini,,youtube
2 tahun yang lalu (diedit),Wow.. setelah sekian lama akhirnya bisa lihat lagi mbak uki yang cantik dengan pemandangan khas gunung yang indah..,,youtube
2 tahun yang lalu,Lama g uplaud video lgi sibuk y...dah lama lo mba Uki d.tunggu video yg baru.akhir.nya muncul jga mantap Mbaa,Terjemahkan ke bahasa Indonesia,youtube
11 bulan yang lalu (diedit),Seneng bgt liat ini chanel naik gunung dan mengenali gunung... Dan tau sejarah gunung... Ga naik cuma hahahahhihihihihahahahhihihih..... Keren sih the slecker hiker,,youtube
1 tahun yang lalu,Baru nemu chanel ini..gunung papandayan mengingatkanku mendaki gnung papandayan setahun sebelum meledaknya reformasi '98..gak lama temen2 seprjuangan turun juga di aksi mahasiswa 98...,,youtube
2 tahun yang lalu,"arepo upload e setahun pisan, tapi tetep dadi penonton setiane TSH pokoke",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Akhirnya kangen banget video dari the slaker haker semangat trs mba uki,,youtube
1 tahun yang lalu,Subhanallah..alhamdulilah akhirnya saya bisa lihat gunung papandaian yg ternyata benar keindahanya..trima kasih mba oki sama tim nya.yg udah membagikan vidio nya..sukses terus  ya..,,youtube
2 tahun yang lalu,"Sekian lama nunggu mba Uki upload, video nya nggak Pernah gagal, selalu menghibur",,youtube
2 tahun yang lalu,Baru nonggol lagi mbak uki,Terjemahkan ke bahasa Indonesia,youtube
9 bulan yang lalu (diedit),subhanallah kereen pisan uyy dr awal pendakian view nya udah menarik cocok sii sbg obyek wisata recomended bingit jd kuingin kesana,,youtube
2 tahun yang lalu,Mbak uki di papandayan banyak babi hutan nya ga waktu camp di puncak selada?,,youtube
2 tahun yang lalu,Akhirnya setelah sekian lamanya muncul juga videonya setelah ditunggu2.. Mantab mabk Uki..Gas.. Makasih videonya yg super keren.,,youtube
2 tahun yang lalu,"Sehat sehat mba uki dan tim yang bertugas, biar bisa upload vidio terus aamiin",,youtube
2 tahun yang lalu,bagus banget. makasih udah upload lagi. smoga besok2 ada Septian sama Adheb.,,youtube
2 tahun yang lalu,"Terima kasih banyak  atas informasinya yang telah di tuangkan dalam Video ini, semoga pengelolaan wisata lainnya seperti gunung Papandayan ini",,youtube
2 tahun yang lalu,Uki joooosssss.....terus naik gunung ....aku nonton ajah,,youtube
2 tahun yang lalu,Sdh lama menunggu .... Alhamdulillah sdh up lgi....,,youtube
2 tahun yang lalu,"punten mw tambah info.
1. gn Papandayan merupakan taman taman bunga edelweiss terbesar di Indonesia
2. ada 1 spot lg yg blm dikunjungi, jalur ny kelihatan dari sini . Tegal alun klw gasalah nama spotnya. disini obstacle paling sulit di gn Papandayan

Wallahu a'lam",,youtube
1 tahun yang lalu,Puast ati dah bila tengok channel Slacker Hiker..serasa ikut mendaki..,Terjemahkan ke bahasa Indonesia,youtube
9 bulan yang lalu (diedit),subhanallah kereen pisan uyy dr awal pendakian view nya udah menarik cocok sii sbg obyek wisata recomended bingit jd kuingin kesana,,youtube
2 tahun yang lalu,Mbak uki di papandayan banyak babi hutan nya ga waktu camp di puncak selada?,,youtube
2 tahun yang lalu,Akhirnya setelah sekian lamanya muncul juga videonya setelah ditunggu2.. Mantab mabk Uki..Gas.. Makasih videonya yg super keren.,,youtube
2 tahun yang lalu,"Sehat sehat mba uki dan tim yang bertugas, biar bisa upload vidio terus aamiin",,youtube
2 tahun yang lalu,bagus banget. makasih udah upload lagi. smoga besok2 ada Septian sama Adheb.,,youtube
2 tahun yang lalu,"Terima kasih banyak  atas informasinya yang telah di tuangkan dalam Video ini, semoga pengelolaan wisata lainnya seperti gunung Papandayan ini",,youtube
2 tahun yang lalu,Uki joooosssss.....terus naik gunung ....aku nonton ajah,,youtube
2 tahun yang lalu,Sdh lama menunggu .... Alhamdulillah sdh up lgi....,,youtube
2 tahun yang lalu,"punten mw tambah info.
1. gn Papandayan merupakan taman taman bunga edelweiss terbesar di Indonesia
2. ada 1 spot lg yg blm dikunjungi, jalur ny kelihatan dari sini . Tegal alun klw gasalah nama spotnya. disini obstacle paling sulit di gn Papandayan

Wallahu a'lam",,youtube
1 tahun yang lalu,Puast ati dah bila tengok channel Slacker Hiker..serasa ikut mendaki..,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Akhirnya mampir ke gunung sagara ygkatanya miniature rinjani mba uki mumpung di garut,,youtube
2 tahun yang lalu,Kereeennn........ Selalu riang gembira mengikuti vlog ini,,youtube
2 tahun yang lalu,MANTAAAPPPP,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,duhh udah lama ngak kuyyy... liat video ini jadi pingin kuyy lagi,,youtube
2 tahun yang lalu,MaasyaAllaaah setelah sekian lamaa nungguin mba uki up lagi,,youtube
2 tahun yang lalu,Yg dinanti nantikan akhirnya,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Mantaaabb....luar biasa semua,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Yey akhirnya aploud,,youtube
2 tahun yang lalu,MaasyaAllaaah setelah sekian lamaa nungguin mba uki up lagi,,youtube
2 tahun yang lalu,Akhirnya upload jugaaa,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Ngenteni slacker hiker upload kyok ngenteni bulan romadhon.. setaun pisan sehat selalu mbak UKI dan tim slacker hiker,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Asalam muallaikum  mbak oki grup gunung ko gersang. Ya tapi bersih orakoya g slamet sumbing dan lain2 semangat .aku suka   grup ini jadi melihat gn. Sambil leyeh2,,youtube
2 tahun yang lalu,"Semakin indah gunung Papandayan.
Teringat 25 THN lalu pernah ke gunung ini. 
Salam dari Sulawesi.",,youtube
1 tahun yang lalu,Masyaalloh subhanallah indah betul pemandangan gunung tanah kelhiranku saya dikalahkan ba uki sudah bisa kesana,,youtube
2 tahun yang lalu,Bagus mas pemandangan nya...semangat,,youtube
2 tahun yang lalu,"Wow
...saya ngefans banget mba sehat selalu..",,youtube
2 tahun yang lalu,Wah mantap MBK uki dan mbk abex dan tim the slacker hiker,,youtube
2 tahun yang lalu,Akhirnya muncul lagi,,youtube
2 tahun yang lalu,Yes upload lagi,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"subhanallah pegunungan di Garut seperti layaknya papua ya, ternyata selain terkenal dodolnya pegunungany jg indah.. mantep mbak kyut <3",,youtube
2 tahun yang lalu,Pokok ra bosen ndelok ukiwa,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,"Alhamdulillah baru ini liat gunung papandayan via video mba uki, padahal sy   sering liwat doang...",,youtube
2 tahun yang lalu,Puingin poll mrene oo mbak uki.....sek di empat empet ae iki...hehe,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Akhirnya upload juga..sampai kangen mbak uki muncak,,youtube
3 bulan yang lalu,"Bagusnya papandayan, garut punya cerita. motovlog ke sini asik kayanya. perlu tedsetya Coba kayanya.",,youtube
2 tahun yang lalu (diedit),..the slacker hiker selalu menarik untuk diikuti..lanjut mbak uki dan teman2 semua..salam lestari selalu..,,youtube
2 tahun yang lalu,setelah sekian musim semi berlalu akhirnya bisa nonton mbak uki lagi,,youtube
2 tahun yang lalu,Setelah berabad abad menunggu video baru ka uki akhirnya,,youtube
2 tahun yang lalu,Sehat selalu mbak UKI n Team The Slacker Hiker,,youtube
2 tahun yang lalu,Ahir nya rinduku sm mbak uki terbayar lunas,,youtube
2 tahun yang lalu,"Mantaaaap,, salam lestari",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Asyeek, akhirnya ada upload video baru, sukses The Slacker Hiker",,youtube
9 bulan yang lalu,Wah keren mksh infonya gusti berkahi,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"akhirnya upload juga, terima kasih kak",,youtube
2 tahun yang lalu,Akhirnyaaaa sekian lamaaa upload juga,,youtube
2 tahun yang lalu,Peehhh ... soouuwi r upload video to mbak Uki ... wis tak delenge disek video ne .. Sehat kagem sampean,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Akhirnya yang di tunggu tunggu hadirrrrr jos mbk Uki sehat"" yo",,youtube
2 tahun yang lalu (diedit),"Kalau nonton slacker hiker.. Mendaki sepertinya menyenangkan, rekreasi.. 
Tapi ada chanel pendaki yg bercerita pendakiannya isinya menyeramkan semua..",,youtube
2 tahun yang lalu,akhirnya upload juga,,youtube
2 tahun yang lalu,Saya sangat suka dengan chanel anda. . .,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Hatur nuhun teh,bangga pisan ti urang bogor.",Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Terimakasih videonya,@lifesurya,youtube
2 tahun yang lalu,"Konten yang selalu di tunggu"".",,youtube
9 bulan yang lalu,Wah keren mksh infonya gusti berkahi,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"akhirnya upload juga, terima kasih kak",,youtube
2 tahun yang lalu,Akhirnyaaaa sekian lamaaa upload juga,,youtube
2 tahun yang lalu,Peehhh ... soouuwi r upload video to mbak Uki ... wis tak delenge disek video ne .. Sehat kagem sampean,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Akhirnya yang di tunggu tunggu hadirrrrr jos mbk Uki sehat"" yo",,youtube
2 tahun yang lalu (diedit),"Kalau nonton slacker hiker.. Mendaki sepertinya menyenangkan, rekreasi.. 
Tapi ada chanel pendaki yg bercerita pendakiannya isinya menyeramkan semua..",,youtube
2 tahun yang lalu,akhirnya upload juga,,youtube
2 tahun yang lalu,Saya sangat suka dengan chanel anda. . .,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Hatur nuhun teh,bangga pisan ti urang bogor.",Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Terimakasih videonya,@lifesurya,youtube
2 tahun yang lalu,"Konten yang selalu di tunggu"".",,youtube
2 tahun yang lalu,"Lama tdk muncul, mbak Uki .. sehat sehat selalu dan let's explore again...",,youtube
2 tahun yang lalu (diedit),"Vlog kelas berat ini, soalnya udah pake kameramen,Ayo ramaikan,halo bro salam hadir..... salam sukses dan sehat selalu, dr bojonegoro hadir mensupport",,youtube
2 tahun yang lalu,Kita nikmati pemandangannnya,,youtube
2 tahun yang lalu,"Pas muncul diberanda,senengnya kek dapat hadiah tiba""channel gunung lain banyak,tapi tetep setia nunggu the slacker hiker",,youtube
2 tahun yang lalu,Yg ditunggu tunggu,,youtube
2 tahun yang lalu,Akhirnya... setelah di tunggu....,,youtube
2 tahun yang lalu,akhirnya setelah sekian purnama.......,,youtube
2 tahun yang lalu,"mantap kk saya orang garut tapi belum pernah naik ke sana, terima kasih kk sudah berbagi",,youtube
2 tahun yang lalu,Quuuuuuangen banget ma pendakianya uki.,,youtube
2 tahun yang lalu,"at last , akhire seng ditunggu muncul di notif
otw nonton",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Wah enak tuh salada,kaya di gunung Galunggung banyak salada.",,youtube
2 tahun yang lalu,"auto like
auto nonton",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Da lama aku Ndak nonton video mu neng cantik.salam dari Medan,,youtube
2 tahun yang lalu,"Wah ka uki, muncak papandayan",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Selalu menyimak...mantap pokoke mbae..,,youtube
2 tahun yang lalu,"Setelah sekian lama, akhirnya",,youtube
2 tahun yang lalu,Sehat selaLu dx Uki ...... seneng Liat petuaLangan2 adx ....,,youtube
2 tahun yang lalu,Semangat terusngonten nya kak....,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Alhamdulilah akirnya bisa lihat lg,,youtube
2 tahun yang lalu,finally..tq slacker hiker,,youtube
2 tahun yang lalu,Wah kangen nih... Alhamdulillah,,youtube
2 tahun yang lalu,Yuhuuuuuuuuu...minggu depan mau kesonoohhhhh..makin smangattt kitaa..,,youtube
2 tahun yang lalu (diedit),"Mba Uki, tak rasake kok makin lama makin cantik mbak...dulu awal nonton mba Uki di canel ini, saya mikire, Iki host kok medok, biasa wae lah,..ekpetasi host advanture kie ya kaya Medina Kamil hehe. Tp setelah nonton setiap videonya, jadi tresno waranggono Iki aku mbak...hehe, kalau boleh minta kontaknya dong mba, biar bisa tambah kenal hehe..semoga tambah sukses mba Uki dan team the slacker hiker",,youtube
2 tahun yang lalu,Mba uki,Terjemahkan ke bahasa Indonesia,youtube
11 bulan yang lalu,"indah juga ya,papndayan tertata rapih,bagus duh uki wardoyo,sama 2 yu,hhhh",,youtube
2 tahun yang lalu,Mantul mba uki.,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Yaallah pengen bangett ke papandayann tapi gaada temennnnn, belom ada waktu sm uangnya. Ada uang ada waktu ada waktu gada uang. Deuh papandayannn kerenn banget !",,youtube
2 tahun yang lalu,Surprise liat lonceng yg di tunggu2 akhirnya muncul juga,,youtube
2 tahun yang lalu,Setelah sekian lama akhir nya,,youtube
